"Life Regen","생명력 재생"
"{0} reduced Mana Reservation of Herald Skills","전령 스킬의 마나 점유 {0} 감소"
"Hexes you inflict have {0} Doom","자신이 유발하는 사술의 멸망 {0}"
"{0} increased Area of Effect per {1} Unreserved Maximum Mana, up to {2}","점유하지 않은 마나 최대치 {1}당 효과 범위 {0} 증가, 최대 {2}"
"{0} less Mana Cost of Skills","스킬의 마나 소모 {0} 감폭"
"{0} less Mana Reservation of Skills","스킬의 마나 점유 {0} 감폭"
"Siphoning Trap has {0} increased Skill Effect Duration","착취 덫의 스킬 효과 지속시간 {0} 증가"
"Ice Trap Damage Penetrates {0} Cold Resistance","얼음 덫 피해가 {0}의 냉기 저항 관통"
"{0} increased Impale Effect","꿰뚫기 효과 {0} 증가"
"{0} increased Effect of Impales you inflict with Two Handed Weapons on Non-Impaled Enemies","꿰뚫리지 않은 적에게 양손 무기로 유발하는 꿰뚫기의 효과 {0} 증가"
"{0} increased Effect of Impales you inflict with Two Handed Weapons","양손 무기로 유발하는 꿰뚫기의 효과 {0} 증가"
"{0} chance to Impale Enemies on Hit","명중 시 {0} 확률로 적 꿰뚫음"
"{0} increased Impale Duration","꿰뚫기 지속시간 {0} 증가"
"{0} more Cold Damage taken","받는 냉기 피해 {0} 증폭"
"{0} chance to inflict Cold Exposure on Hit if you have at least {1} Devotion","헌신이 {1} 이상인 경우 명중 시 {0}의 확률로 냉기 노출 유발"
"{0} of Fire Damage Leeched as Life while affected by Anger","분노의 영향을 받는 동안 화염 피해의 {0}를 생명력으로 흡수"
"{0} of Fire Damage Leeched as Life while Ignited","점화 상태에서 화염 피해의 {0}를 생명력으로 흡수"
"{0} of Spell Damage Leeched as Life while you have Arcane Surge","비전 쇄도 상태일 때 주문 피해의 {0}를 생명력으로 흡수"
"{0} increased Life Recovery from Flasks used when on Low Life","낮은 생명력 상태에서 플라스크로 회복되는 생명력 {0} 증가"
"{0} increased Life Recovery Rate if you've taken Fire Damage from an Enemy Hit Recently","최근 4초 이내 적에게 화염 피해를 받은 경우 생명력 회복 속도 {0} 증가"
"Regenerate {0} of Life per second if you've Consumed a corpse Recently","최근 4초 이내 시신을 소모한 겨우 1초마다 생명력의 {0} 재생"
"Regenerate {0} of Life per Second for each Trap Triggered Recently, up to {1} per second","4초 이내 발동된 덫 하나당 1초마다 생명력의 {0} 재생, 최대 {1} 재생"
"{0} increased Effect of Lightning Ailments","번개 상태 이상 효과 {0} 증가"
"Lightning Spire Trap has {0} increased Skill Effect Duration","번개 첨탑 덫의 스킬 효과 지속시간 {0} 증가"
"Lightning Trap Damage Penetrates {0} Lightning Resistance","번개 덫 피해가 {0}의 번개 저항 관통"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed while affected by a Herald","추가되는 소형 패시브 스킬이 전령의 영향을 받는 동안 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: Channelling Skills have {0} increased Attack and Cast Speed","추가되는 소형 패시브 스킬이 채널링 스킬의 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed with Chaos Skills","추가되는 소형 패시브 스킬이 카오스 스킬의 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed with Cold Skills","추가되는 소형 패시브 스킬이 냉기 스킬의 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed with Elemental Skills","추가되는 소형 패시브 스킬이 원소 스킬의 공격 및 시전 속도를 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed with Fire Skills","추가되는 소형 패시브 스킬이 화염 스킬의 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed with Lightning Skills","추가되는 소형 패시브 스킬이 번개 스킬의 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack and Cast Speed with Physical Skills","추가되는 소형 패시브 스킬이 물리 스킬의 공격 및 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Attack Speed","추가되는 소형 패시브 스킬이 공격 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Area of Effect of Aura Skills","추가되는 소형 패시브 스킬이 오라 스킬의 효과 범위 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Cast Speed","추가되는 소형 패시브 스킬이 시전 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} to Critical Strike Multiplier","추가되는 소형 패시브 스킬이 치명타 피해 배율에 {0} 부여"
"Added Small Passive Skills also grant: {0} increased Duration of Elemental Ailments on Enemies","추가되는 소형 패시브 스킬이 적의 원소 상태 이상 지속 시간 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Projectile Speed","추가되는 소형 패시브 스킬이 투사체 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Area of Effect","추가되는 소형 패시브 스킬이 효과 범위 {0} 증가"
"Added Small Passive Skills also grant: {0} to Chaos Resistance","추가되는 소형 패시브 스킬이 카오스 저항 {0} 부여"
"Added Small Passive Skills also grant: {0} increased Flask Charges gained","추가되는 소형 패시브 스킬이 획득 한 플라스크 충전량 {0} 증가"
"Added Small Passive Skills also grant: {0} to Cold Resistance","추가되는 소형 패시브 스킬이 냉기 저항 {0} 부여"
"Added Small Passive Skills also grant: {0} increased Area of Effect of Hex Skills","추가되는 소형 패시브 스킬이 사술 스킬의 효과 범위 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Damage over Time","추가되는 소형 패시브 스킬이 시간 경과에 따라 피해 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Damage","추가되는 소형 패시브 스킬이 피해 {0} 증가"
"Added Small Passive Skills also grant: {0} to Elemental Resistance","추가되는 소형 패시브 스킬이 원소 저항 {0} 부여"
"Added Small Passive Skills also grant: {0} to Fire Resistance","추가되는 소형 패시브 스킬이 화염 저항 {0} 부여"
"Added Small Passive Skills also grant: {0} to Lightning Resistance","추가되는 소형 패시브 스킬이 번개 저항 {0} 부여"
"Added Small Passive Skills also grant: {0} increased Mana Regeneration Rate","추가되는 소형 패시브 스킬이 마나 재생 속도 {0} 증가"
"Added Small Passive Skills also grant: Minions have {0} increased Attack and Cast Speed","추가되는 소형 패시브 스킬이 소환수의 공격 및 시전 속도가 {0} 증가"
"Added Small Passive Skills also grant: Minions have {0} increased Attack and Cast Speed while you are affected by a Herald","추가되는 소형 패시브 스킬이 전령의 영향을 받는 동안 소환수의 공격 및 시전 속도가 {0} 증가"
"Added Small Passive Skills also grant: Minions Regenerate {0} of Life per Second","추가되는 소형 패시브 스킬이 소환수 초당 생명력 {0} 재생"
"Added Small Passive Skills also grant: Regenerate {0} of Life per Second","추가되는 소형 패시브 스킬이 초당 생명력 {0} 재생 부여"
"Added Small Passive Skills also grant: {0} increased Brand Attachment range","추가되는 소형 패시브 스킬이 낙인 부착 범위 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Totem Placement speed","추가되는 소형 패시브 스킬이 토템 설치 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Trap and Mine Throwing Speed","추가되는 소형 패시브 스킬이 덫 및 지뢰 투척 속도 {0} 증가"
"Added Small Passive Skills also grant: {0} increased Warcry Duration","추가되는 소형 패시브 스킬이 함성 지속 시간 {0} 증가"
"Added Small Passive Skills have {0} increased Effect","추가 된 소형 패시브 스킬의 효과 {0} 증가"
"Every {0} seconds, gain {1} of Physical Damage as Extra Fire Damage for {2} seconds","{0}마다 물리 피해의 {1}를 {2}초 동안 추가 화염 피해로 획득"
"Nearby Enemies take {0} increased Elemental Damage","주변의 적이 받는 원소 피해 {0} 증가"
"Nearby Enemies take {0} increased Physical Damage","주변의 적이 받는 물리 피해 {0} 증가"
"{0} Chance to avoid being Stunned during Flask Effect","플라스크 효과를 받는 동안 {0}의 확률로 기절 회피"
"{0} increased maximum Energy Shield if Corrupted","타락 시 에너지 보호막 최대치 {0} 증가"
"{0} increased Damage Over Time during Flask Effect","플라스크 효과를 받는 동안 지속 피해 {0} 증가"
"Passives granting Cold Resistance or all Elemental Resistances in Radius also grant Chance to Dodge Attack Hits at {0} of its value","패시브 스킬로 반경 내 모든 원소 저항 또는 냉기 저항 적용 그 값의 {0}를 공격 완벽회피 확률로 제공"
"{0} chance to Maim Enemies on Critical Strike with Attacks","치명타 명중 시 {0}의 확률로 적 힘줄 절단"
"{0} of Attack Damage Leeched as Mana per Power Charge","권능 충전 하나당 물리 피해의 {0}를 마나로 흡수"
"Gain {0} of Maximum Mana as Extra Maximum Energy Shield while you have at least {1} Devotion","헌신이 {1} 이상인 경우 최대 마나의 {0}를 추가 에너지 보호막 최대치로 획득"
"{0} increased Mana Recovery Rate during Effect of any Mana Flask","마나 플라스크 효과를 받는 동안 마나 회복 속도 {0} 증가"
"{0} increased Mana Regeneration Rate per {1} Chance to Block Spell Damage","주문 피해 막기 확률 {1}당 마나 재생 속도 {0} 증가"
"Regenerate {0} of Mana per second for each Summoned Totem","소환된 토템 하나당 1초마다 마나의 {0} 재생"
"{0} increased Mana Regeneration Rate if you've Hit a Cursed Enemy Recently","최근 4초 이내 저주받은 적 명중 시 마나 재생 속도 {0} 증가"
"{0} reduced Mana Reservation of Skills that throw Mines","지뢰 투척 스킬의 마나 점유 {0} 감소"
"{0} reduced Mana Reserved per {1} total Attributes","총 능력치 {1}당 점유 마나 {0} 감소"
"{0} reduced Mana Reservation of Curse Aura Skills","저주 오라 스킬의 마나 점유 {0} 감소"
"Players gain {0} chance to Dodge Attack Hits while under a Shrine Effect","성소 효과를 받는 동안 플레이어가 공격 완벽회피 확률 {0}를 획득"
"Mark Skills have {0} increased Skill Effect Duration","징표 스킬의 효과 지속 시간 {0} 증가"
"Mark Skills have {0} reduced Skill Effect Duration","징표 스킬의 효과 지속 시간 {0} 감소"
"Marked Enemy has {0} increased Accuracy Rating","징표가 찍힌 적의 정확도 {0} 증가"
"Marked Enemy has {0} reduced Accuracy Rating","징표가 찍힌 적의 정확도 {0} 감소"
"Marked Enemy takes {0} increased Damage","징표가 찍힌 적이 받는 피해 {0} 증가"
"Marked Enemy takes {0} reduced Damage","징표가 찍힌 적이 받는 피해 {0} 감소"
"Spells which can gain Intensity have {0} to maximum Intensity","격렬함을 획득할 수 있는 주문의 격렬함 최대치 {0}"
"{0} increased Maximum total Recovery per second from Life Leech if you've taken a Savage Hit Recently","최근 4초 이내 야만적인 타격을 받은 경우 생명력 흡수의 최대 총 회복량 1초마다 {0} 증가"
"Gain {0} of Maximum Life as Extra Maximum Energy Shield","최대 생명력의 {0}를 에너지 보호막 최대치로 추가 획득"
"Corpses you Spawn have {0} increased Maximum Life","자신이 생성한 시체의 최대 생명력 {0} 증가"
"Corpses you Spawn have {0} reduced Maximum Life","자신이 생성한 시체의 최대 생명력 {0} 감소"
"Gain {0} of Maximum Mana as Extra Maximum Energy Shield while affected by Clarity","명상의 영향을 받는 동안 최대 마나의 {0}를 에너지 보호막 최대치로 추가 획득"
"{0} increased Melee Critical Strike Chance if you've Warcried Recently","최근 4초 이내 함성을 시전한 경우 근접 치명타 확률 {0} 증가"
"{0} to Melee Critical Strike Multiplier if you've Warcried Recently","최근 4초 이내 함성을 시전한 경우 근접 치명타 피해 배율 {0}"
"Melee Skills have {0} increased Area of Effect","근접 스킬의 효과 범위 {0} 증가"
"Melee Skills have {0} reduced Area of Effect","근접 스킬의 효과 범위 {0} 감소"
"{0} increased Melee Splash Area of Effect","근접 범위 피해 효과 범위 {0} 증가"
"Skills used by Mines have {0} increased Area of Effect","지뢰로 인해 사용된 스킬의 효과 범위 {0} 증가"
"Mines have {0} increased Detonation Speed","지뢰의 폭파 속도 {0} 증가"
"Mines have a {0} chance to be Detonated an Additional Time","지뢰가 {0}의 확률로 1회 추가 폭발"
"Mines Hinder Enemies near them for {0} second when they Land, reducing Movement Speed by {1}","지뢰 설치 시 주변의 적들을 이동 방해하여 {0}초 동안 이동 속도 {1} 감소"
"Mines Hinder Enemies near them for {0} seconds when they Land, reducing Movement Speed by {1}","지뢰 설치 시 주변의 적들을 이동 방해하여 {0}초 동안 이동 속도 {1} 감소"
